S000,lng_w,lat_w,lng_h,lat_h
5,135.210735,34.6631078,135.20245100902153,34.65857674504231
4,135.2182844,34.6659964,135.22298178976462,34.65455718113114
4,135.2182844,34.6659964,135.20750586454858,34.65920879503356
1,135.210735,34.6631078,135.22654189034708,34.671431469432015
4,135.210735,34.6631078,135.21697424517257,34.65623254319615
4,135.2182844,34.6659964,135.2078882408928,34.670227558405195
3,135.2182844,34.6659964,135.21002861124563,34.65605332930824
1,135.2126072,34.66373,135.22668720863373,34.65476770128436
4,135.2101714,34.6639883,135.20792459605883,34.659064073677364
1,135.2039939,34.6694625,135.20499713929033,34.66313239308299
3,135.2039939,34.6694625,135.22037458924834,34.67140761852544
4,135.2126072,34.66373,135.22890188445797,34.65276900258038
5,135.210735,34.6631078,135.21092072368128,34.65469194469503
3,135.2182844,34.6659964,135.22376404069252,34.65532604527038
5,135.2182844,34.6659964,135.20556750296362,34.66446937298403
3,135.2140986,34.6696569,135.2148943697422,34.666455964366314
1,135.2039939,34.6694625,135.20874997436252,34.67280550571684
2,135.2039939,34.6694625,135.21796503349225,34.653103761987325
2,135.2182844,34.6659964,135.20341335853954,34.65361216534701
3,135.2182844,34.6659964,135.22620878844936,34.660862634448264
5,135.2039939,34.6694625,135.22395326490664,34.6697583203682
4,135.2039939,34.6694625,135.21522054681486,34.65442568848114
1,135.210735,34.6631078,135.22183857762164,34.662801432910385
5,135.2126072,34.66373,135.20406790954158,34.6621135498498
4,135.2101714,34.6639883,135.2042914069274,34.65490767472606
2,135.2182844,34.6659964,135.2113255266869,34.665640297147064
3,135.2182844,34.6659964,135.2297523336588,34.653886696547765
4,135.2126072,34.66373,135.22062934188133,34.65217276035439
5,135.2101714,34.6639883,135.2285439014459,34.67099135781904
2,135.2140986,34.6696569,135.2115897693609,34.66925135097498
5,135.2126072,34.66373,135.20858622797746,34.66665141783974
4,135.2126072,34.66373,135.20345721205814,34.66921145321501
4,135.2101714,34.6639883,135.2052164993959,34.6708583586012
2,135.2140986,34.6696569,135.21477091250304,34.65237518996814
2,135.210735,34.6631078,135.21863552573464,34.66023324386317
5,135.2101714,34.6639883,135.20725674650973,34.65964445678495
2,135.210735,34.6631078,135.22866336584474,34.66432641906491
5,135.210735,34.6631078,135.21043998538477,34.66320991280359
5,135.2126072,34.66373,135.22781517872045,34.670424344064884
5,135.2140986,34.6696569,135.2283755527285,34.66326255394413
4,135.210735,34.6631078,135.21023169958917,34.66427194764321
3,135.2182844,34.6659964,135.21765461756752,34.65846952601681
5,135.210735,34.6631078,135.21758689199763,34.66335814761664
3,135.2140986,34.6696569,135.2091124281124,34.66598155662074
5,135.2140986,34.6696569,135.2086169727235,34.66168730533115
3,135.2126072,34.66373,135.208199918062,34.6676648378783
1,135.2101714,34.6639883,135.21747494863004,34.67051531773441
4,135.2182844,34.6659964,135.22400045557947,34.67063393930392
2,135.2101714,34.6639883,135.21265745163913,34.662733160348104
1,135.2140986,34.6696569,135.2216828416944,34.657445962309644
5,135.2182844,34.6659964,135.214019827793,34.672765131126326
2,135.2140986,34.6696569,135.20218664474527,34.66660186854042
2,135.2140986,34.6696569,135.2090924001306,34.66354149856355
5,135.2126072,34.66373,135.2127339003593,34.662926738580985
1,135.210735,34.6631078,135.22683699943715,34.66830954705136
2,135.2126072,34.66373,135.21332236673513,34.66947367175449
4,135.2126072,34.66373,135.22573284508613,34.67088960011676
5,135.2182844,34.6659964,135.2242647061907,34.66004398096595
1,135.2126072,34.66373,135.20954912858102,34.672030939035025
5,135.210735,34.6631078,135.2268679633941,34.66094097488268
4,135.2039939,34.6694625,135.20414722342312,34.66186304958491
1,135.210735,34.6631078,135.20727203321792,34.65247167014425
5,135.2039939,34.6694625,135.2138511383446,34.65650604004515
5,135.2039939,34.6694625,135.2286496336843,34.66302139683978
2,135.2126072,34.66373,135.22022572976806,34.6565206791898
3,135.2101714,34.6639883,135.20229321910085,34.65467178441225
2,135.2039939,34.6694625,135.2095701092324,34.66319907415092
3,135.210735,34.6631078,135.21703337941105,34.65975593178022
3,135.2126072,34.66373,135.20977057425026,34.67039336806223
3,135.2126072,34.66373,135.21100596522,34.67039107265324
3,135.2140986,34.6696569,135.21443758693633,34.6558050691245
2,135.2140986,34.6696569,135.21840324141286,34.67200056299553
2,135.2126072,34.66373,135.20819423448233,34.66004472739971
2,135.2126072,34.66373,135.20942828084807,34.65382354188724
3,135.2101714,34.6639883,135.21200517069016,34.65738988263718
1,135.2101714,34.6639883,135.22247260858438,34.6617143399418
2,135.2101714,34.6639883,135.21203498501347,34.66598675393044
2,135.2101714,34.6639883,135.22826182033748,34.65646751664449
3,135.210735,34.6631078,135.21549001954418,34.658931593094636
2,135.2039939,34.6694625,135.22403208511128,34.669381972453714
1,135.210735,34.6631078,135.21656468166233,34.654587984922316
2,135.2126072,34.66373,135.2211875866008,34.67132299432647
3,135.210735,34.6631078,135.22036899519526,34.6588814411851
1,135.2126072,34.66373,135.20381231984948,34.65259123681159
2,135.2182844,34.6659964,135.22955294677095,34.663486320618844
5,135.2140986,34.6696569,135.20731173021932,34.65604883746462
2,135.2182844,34.6659964,135.22612756822684,34.66611607183307
1,135.2101714,34.6639883,135.21623667903526,34.66637785365523
1,135.2182844,34.6659964,135.21194281651506,34.67070368760113
4,135.2140986,34.6696569,135.2193459196227,34.65515278463464
2,135.2182844,34.6659964,135.2099558685782,34.656520551094545
3,135.2039939,34.6694625,135.22288839965412,34.65640526586981
1,135.2101714,34.6639883,135.2287730893161,34.67235210219672
1,135.2140986,34.6696569,135.21332220973238,34.661626598357394
5,135.2039939,34.6694625,135.2218031912015,34.66001067752111
4,135.2126072,34.66373,135.2168369699828,34.66494120751471
5,135.2101714,34.6639883,135.212452235599,34.65233132900915
5,135.2101714,34.6639883,135.22200146191935,34.665656778147934
2,135.2126072,34.66373,135.21832314980895,34.67283463345718
4,135.2140986,34.6696569,135.21355773251807,34.66646299883924
5,135.2039939,34.6694625,135.22101692081222,34.66683041468408
4,135.2140986,34.6696569,135.20745320298764,34.66270762316302
2,135.2126072,34.66373,135.21191716119938,34.671262353791455
5,135.2039939,34.6694625,135.21076255050733,34.6694495227464
4,135.2126072,34.66373,135.22792681594615,34.672047025498806
2,135.2140986,34.6696569,135.21294520817085,34.6617306890764
5,135.2126072,34.66373,135.20443579162503,34.66775382407153
1,135.210735,34.6631078,135.20654965627972,34.668458227974874
5,135.2140986,34.6696569,135.21284393696467,34.653626207496416
1,135.210735,34.6631078,135.22130675568232,34.658826655003665
1,135.2182844,34.6659964,135.20455411851862,34.65382744986389
4,135.2140986,34.6696569,135.20460887660826,34.66197988556264
4,135.2126072,34.66373,135.22536821217534,34.65286771358065
3,135.2101714,34.6639883,135.21669762961568,34.65325176967086
1,135.210735,34.6631078,135.2255049340469,34.65314294446207
4,135.2140986,34.6696569,135.2225312348287,34.6632776566518
1,135.210735,34.6631078,135.209619839846,34.6669181837148
2,135.2182844,34.6659964,135.22463799450188,34.668461325241346
5,135.2126072,34.66373,135.21557350799955,34.66816824433794
5,135.210735,34.6631078,135.2020370388217,34.66463539406451
1,135.2039939,34.6694625,135.22973976011363,34.65238173984965
5,135.2182844,34.6659964,135.21498713377792,34.663790263371524
4,135.2039939,34.6694625,135.20712893257038,34.658183816471976
2,135.2101714,34.6639883,135.20550693812626,34.67054492424592
5,135.2126072,34.66373,135.2145565251052,34.65421238391913
2,135.2140986,34.6696569,135.21152902445868,34.65620532173548
4,135.210735,34.6631078,135.2236064587481,34.672946647304286
3,135.2039939,34.6694625,135.2218937559988,34.67092793478023
3,135.2126072,34.66373,135.21915607285183,34.66321807268406
1,135.2140986,34.6696569,135.202344782667,34.6724331616372
3,135.2101714,34.6639883,135.22928831523768,34.653392268974116
2,135.2140986,34.6696569,135.22700299588385,34.670235458141676
2,135.2039939,34.6694625,135.22373261773907,34.669014861393
3,135.2101714,34.6639883,135.21027390478335,34.65946209862981
5,135.2039939,34.6694625,135.22801413989572,34.6629847498953
4,135.2101714,34.6639883,135.20629740454265,34.65853405269598
1,135.2140986,34.6696569,135.20389858425523,34.65832134173266
4,135.2126072,34.66373,135.21674268786805,34.671570077913366
2,135.2101714,34.6639883,135.21635344496076,34.659844184999244
5,135.2140986,34.6696569,135.2032629041656,34.661102172133745
4,135.2039939,34.6694625,135.2272308078109,34.66607376121452
2,135.2039939,34.6694625,135.20786370049933,34.658967259423385
5,135.2101714,34.6639883,135.20499669295899,34.66871819409503
3,135.210735,34.6631078,135.21553995760667,34.657346831827496
1,135.2126072,34.66373,135.20684731575795,34.67106671613072
5,135.210735,34.6631078,135.20601870633064,34.66498223923651
3,135.2182844,34.6659964,135.20730440219003,34.67079044033797
3,135.210735,34.6631078,135.20939067812978,34.65846506041209
1,135.2101714,34.6639883,135.2296684110458,34.656727862689664
5,135.2101714,34.6639883,135.21457343542713,34.66627174628085
3,135.2140986,34.6696569,135.20843890183923,34.652798433282996
3,135.2182844,34.6659964,135.20599193779444,34.66895401674444
3,135.2126072,34.66373,135.22780252126572,34.66096150741871
3,135.2126072,34.66373,135.20275585299328,34.66773548467377
4,135.2101714,34.6639883,135.20797137388539,34.66934129125495
2,135.210735,34.6631078,135.22385399743783,34.670168782602495
3,135.2182844,34.6659964,135.2201928995048,34.66286165698357
3,135.2182844,34.6659964,135.20264115082782,34.65780154151137
5,135.2101714,34.6639883,135.20374038200404,34.65520281305094
2,135.2182844,34.6659964,135.2213912393764,34.667047307073055
1,135.210735,34.6631078,135.20843312492855,34.65312375682164
3,135.2101714,34.6639883,135.2067590526877,34.66354858088004
3,135.210735,34.6631078,135.22735526006298,34.65603879218376
1,135.210735,34.6631078,135.21831606929828,34.66978647892902
4,135.2039939,34.6694625,135.21575761846094,34.66828021267036
1,135.2039939,34.6694625,135.20836119664764,34.67217818116054
2,135.2126072,34.66373,135.22061912342903,34.6625024485194
3,135.2101714,34.6639883,135.21804303936887,34.65551870611461
1,135.2140986,34.6696569,135.22846519269606,34.66677035844057
3,135.210735,34.6631078,135.2277597641931,34.65844523760753
3,135.2101714,34.6639883,135.20505822165754,34.65896923095258
2,135.2182844,34.6659964,135.20586755932484,34.65534674640065
5,135.2140986,34.6696569,135.21570714778005,34.65281039033663
3,135.210735,34.6631078,135.2219038414115,34.66852584175834
4,135.2126072,34.66373,135.21410181957637,34.669224606655284
5,135.2140986,34.6696569,135.2245834683643,34.655798779310686
3,135.2039939,34.6694625,135.2045167722026,34.66396742031813
1,135.2039939,34.6694625,135.22950591671545,34.65994938341269
2,135.2126072,34.66373,135.2192681952141,34.67230912352999
3,135.2039939,34.6694625,135.21516654409888,34.654584701150135
1,135.2126072,34.66373,135.20829254782845,34.65987520445979
5,135.2182844,34.6659964,135.20755115960935,34.665922225955896
5,135.2126072,34.66373,135.2292146543429,34.67099817941756
3,135.2140986,34.6696569,135.20246040036682,34.66721517713009
1,135.2101714,34.6639883,135.20591884378268,34.67087761241076
2,135.2140986,34.6696569,135.22774784347752,34.66502201883607
5,135.2126072,34.66373,135.22813466388897,34.67154145547292
4,135.2126072,34.66373,135.2131619929132,34.670363381087114
1,135.2182844,34.6659964,135.20961475246253,34.666755368028184
2,135.2101714,34.6639883,135.22421684051326,34.66003549435117
3,135.2101714,34.6639883,135.20482238535254,34.656059088753594
4,135.2140986,34.6696569,135.2024502567865,34.65237013969826
5,135.2182844,34.6659964,135.2222310049047,34.65424588455928
5,135.2126072,34.66373,135.20444858073134,34.65272973392339
2,135.2126072,34.66373,135.21400290466045,34.662014901785284
2,135.210735,34.6631078,135.21754315640808,34.66710585136537
2,135.2039939,34.6694625,135.21197922940308,34.66453633989136
5,135.2101714,34.6639883,135.20636135093315,34.659183974039316
2,135.210735,34.6631078,135.20550695879447,34.670213581805946
3,135.210735,34.6631078,135.20971566881198,34.66399259450453
3,135.2039939,34.6694625,135.2099696167378,34.67296004471128
5,135.2182844,34.6659964,135.21419163713088,34.67231605862078
4,135.2126072,34.66373,135.20857601216127,34.65311996479065
5,135.2140986,34.6696569,135.21789281264859,34.6593620551172
5,135.210735,34.6631078,135.21775101948768,34.6589984901682
5,135.2039939,34.6694625,135.2244574106373,34.65549897236686
5,135.2039939,34.6694625,135.22777699625289,34.66537570293811
5,135.210735,34.6631078,135.20996057258935,34.65694009901333
3,135.2101714,34.6639883,135.22877590238866,34.659985135054114
2,135.210735,34.6631078,135.21783276921968,34.6552341405676
2,135.2101714,34.6639883,135.2084429356485,34.65508741647791
4,135.2039939,34.6694625,135.22813286009227,34.67177882503221
1,135.210735,34.6631078,135.20279312038633,34.6669488484882
4,135.2126072,34.66373,135.21687417334823,34.666284251575284
5,135.2182844,34.6659964,135.22748181600025,34.65931599431686
1,135.210735,34.6631078,135.20204690826083,34.658729531742416
2,135.2101714,34.6639883,135.22129812624496,34.666591822098006
2,135.2140986,34.6696569,135.20481853964125,34.652386752630235
3,135.2101714,34.6639883,135.20667547345238,34.66970951287016
3,135.2101714,34.6639883,135.22453470423406,34.65286042540912
5,135.2101714,34.6639883,135.224826033559,34.67057871708685
4,135.210735,34.6631078,135.21670852058108,34.66542613909188
2,135.2140986,34.6696569,135.22913191531367,34.65940660059625
3,135.2140986,34.6696569,135.21467820873278,34.661917115760566
5,135.2101714,34.6639883,135.20623204688252,34.66594284672303
1,135.210735,34.6631078,135.21113303057575,34.65335577028186
2,135.210735,34.6631078,135.21390626035708,34.655239643601206
2,135.2140986,34.6696569,135.2273146380793,34.6562900705098
1,135.210735,34.6631078,135.227209010936,34.6606717583426
1,135.2039939,34.6694625,135.22531601372944,34.66273179552315
4,135.210735,34.6631078,135.2179618520159,34.653575751005725
2,135.2182844,34.6659964,135.20990701090605,34.67076381513323
1,135.2126072,34.66373,135.20592290753294,34.66916691519032
4,135.2126072,34.66373,135.2040081000489,34.652807020068664
5,135.210735,34.6631078,135.20461434553158,34.668536123175656
2,135.2182844,34.6659964,135.20604670869798,34.66781234052399
2,135.2039939,34.6694625,135.21111883004733,34.66232810146451
2,135.2126072,34.66373,135.20969125783665,34.672924247276434
3,135.2039939,34.6694625,135.2090329376087,34.658898079963876
1,135.2140986,34.6696569,135.21538306877713,34.66090517062354
2,135.2182844,34.6659964,135.22905617379027,34.65406435680516
1,135.2101714,34.6639883,135.22652622811822,34.65246403933712
1,135.210735,34.6631078,135.21154131685063,34.661111781965865
4,135.2101714,34.6639883,135.21316088902907,34.6584607993155
3,135.2039939,34.6694625,135.2269492770808,34.659476906973964
2,135.2039939,34.6694625,135.21183510218896,34.66608929059642
2,135.2101714,34.6639883,135.2090571606204,34.65904811412788
2,135.2140986,34.6696569,135.22236993736803,34.665845536058356
3,135.210735,34.6631078,135.21292706653583,34.657816767011234
1,135.2039939,34.6694625,135.21956889910274,34.66539310628953
4,135.2101714,34.6639883,135.20352775425238,34.655395062431374
5,135.210735,34.6631078,135.2145213367354,34.658229064078505
5,135.2182844,34.6659964,135.2273485676395,34.661951965241585
4,135.2140986,34.6696569,135.21040404885647,34.65816464442055
1,135.2101714,34.6639883,135.20454811981568,34.66965052886432
4,135.2126072,34.66373,135.2039033693082,34.668937114840325
5,135.2039939,34.6694625,135.21694731884398,34.6620061478698
2,135.2126072,34.66373,135.2245836385814,34.66616059137428
5,135.2140986,34.6696569,135.22299457932712,34.6526390952696
5,135.210735,34.6631078,135.21528989142777,34.66540877880634
2,135.2101714,34.6639883,135.2151474556935,34.66135530502267
2,135.2182844,34.6659964,135.2245078616402,34.65854227468753
2,135.2140986,34.6696569,135.22306876779038,34.652253396437054
4,135.2039939,34.6694625,135.22948120110573,34.657456382394095
3,135.210735,34.6631078,135.21987260614236,34.66385013832417
3,135.210735,34.6631078,135.2090697807853,34.65335555835787
1,135.2101714,34.6639883,135.21131438485997,34.66347110717437
1,135.2039939,34.6694625,135.2069145933043,34.652224187298586
3,135.2140986,34.6696569,135.22367307854705,34.65857302684835
5,135.210735,34.6631078,135.2169546390741,34.67025801346184
4,135.2140986,34.6696569,135.21222226957278,34.667857024430006
5,135.210735,34.6631078,135.224932923498,34.671757130919545
1,135.2182844,34.6659964,135.2031043295708,34.66317373451789
1,135.2140986,34.6696569,135.2133294976926,34.66728945863241
3,135.2101714,34.6639883,135.2288922723164,34.66953829706554
3,135.2126072,34.66373,135.2160249109126,34.65752486596154
5,135.2039939,34.6694625,135.20543908528745,34.66407430328225
1,135.2126072,34.66373,135.22932338704544,34.65636679951303
4,135.2126072,34.66373,135.21387578917998,34.658935118445775
3,135.2140986,34.6696569,135.20556948934907,34.6683162996664
4,135.210735,34.6631078,135.20481523462558,34.666367121365845
5,135.2039939,34.6694625,135.2135094950119,34.66522686043148
1,135.2101714,34.6639883,135.2077258252647,34.653827207601886
5,135.2101714,34.6639883,135.22582389515946,34.65639312473131
2,135.210735,34.6631078,135.22378029738334,34.66298188408269
1,135.2182844,34.6659964,135.21563086126537,34.67089219134026
4,135.2182844,34.6659964,135.21610347329005,34.667035689233245
5,135.2101714,34.6639883,135.22725082054677,34.66602751845142
3,135.2140986,34.6696569,135.2115808340519,34.661866382447585
4,135.2101714,34.6639883,135.21461797762262,34.65986092530039
3,135.2039939,34.6694625,135.20959534977814,34.66895021094425
3,135.2140986,34.6696569,135.2210881242215,34.666125378891685
3,135.210735,34.6631078,135.22879646262288,34.65675568051897
3,135.2039939,34.6694625,135.2237023387476,34.66917886958365
4,135.2140986,34.6696569,135.21852937181376,34.66597704310616
2,135.210735,34.6631078,135.2281884121865,34.66227809410287
1,135.2182844,34.6659964,135.22748276971708,34.655581087772774
1,135.2140986,34.6696569,135.20218176631883,34.66233385030599
2,135.2101714,34.6639883,135.2278359044422,34.66199803598445
2,135.210735,34.6631078,135.21005046126365,34.65837589092896
5,135.210735,34.6631078,135.22876205407852,34.6593284161001
4,135.2140986,34.6696569,135.2123283422567,34.66322612484177
5,135.2039939,34.6694625,135.22927353245007,34.65639523018704
4,135.2140986,34.6696569,135.22865408851715,34.66003509957283
3,135.210735,34.6631078,135.22235132096804,34.665255961271555
3,135.2140986,34.6696569,135.2144468811355,34.652556043070724
1,135.2182844,34.6659964,135.20453191620282,34.66234661881236
1,135.2126072,34.66373,135.22488441546278,34.66580164012429
5,135.2126072,34.66373,135.2075118456078,34.665692612393
3,135.2126072,34.66373,135.21085900537446,34.666980578948035
3,135.2126072,34.66373,135.2043204843689,34.65939257879575
4,135.2182844,34.6659964,135.21721145639356,34.65547313358716
1,135.210735,34.6631078,135.2087733213305,34.65293175413854
3,135.2140986,34.6696569,135.21326563194256,34.65682599024341
5,135.2039939,34.6694625,135.22022658758735,34.66814968341972
2,135.2101714,34.6639883,135.20772242946484,34.67061149081454
5,135.2039939,34.6694625,135.20567270269888,34.65678698610948
3,135.2101714,34.6639883,135.22982187722533,34.66571779232413
2,135.2126072,34.66373,135.2260634716937,34.66718491648753
4,135.2126072,34.66373,135.2141796389451,34.66635744457718
4,135.2182844,34.6659964,135.22775311451423,34.667258044203265
5,135.2101714,34.6639883,135.20277507592903,34.66495365490695
3,135.2182844,34.6659964,135.2271013358828,34.65387471958481
3,135.2126072,34.66373,135.22594697256957,34.656340527057175
4,135.2126072,34.66373,135.21399951473532,34.6649618311692
3,135.2140986,34.6696569,135.21764167560306,34.663493464162535
3,135.2126072,34.66373,135.22681458686543,34.66363207636373
3,135.2182844,34.6659964,135.22667352095988,34.658852190394995
4,135.2140986,34.6696569,135.22390168512365,34.66624620073305
5,135.210735,34.6631078,135.20547114409305,34.665214875915495
3,135.2140986,34.6696569,135.20263111475666,34.65760049135954
2,135.2140986,34.6696569,135.22401789207447,34.666067559964794
1,135.210735,34.6631078,135.2154501406319,34.667632260761344
2,135.2140986,34.6696569,135.21759962765904,34.66463469906243
3,135.2126072,34.66373,135.20800501471638,34.663959890824806
5,135.2039939,34.6694625,135.20355991719364,34.6657054476161
1,135.2126072,34.66373,135.22000980138574,34.65660305455996
3,135.2101714,34.6639883,135.21876348933444,34.65590526713267
3,135.2182844,34.6659964,135.22861722246216,34.65634757601593
5,135.2101714,34.6639883,135.2104476662554,34.65745530478508
1,135.2140986,34.6696569,135.22761532220403,34.67081480102686
2,135.2101714,34.6639883,135.2214245096856,34.66463092452397
2,135.2182844,34.6659964,135.21319914607042,34.657715882401
3,135.2126072,34.66373,135.21834293098735,34.65614370287938
3,135.2101714,34.6639883,135.21923375633867,34.66771956280371
1,135.2126072,34.66373,135.20777879619072,34.65641983140673
5,135.2182844,34.6659964,135.21094141990537,34.65367932429543
3,135.2126072,34.66373,135.20737333554524,34.67239404565943
4,135.2126072,34.66373,135.204914162188,34.66769934899588
5,135.2039939,34.6694625,135.20653502465782,34.65823510926584
4,135.2101714,34.6639883,135.22954101979428,34.670601324131184
1,135.2182844,34.6659964,135.21648955294535,34.65307357617791
4,135.2101714,34.6639883,135.21999609812653,34.666635358971654
5,135.210735,34.6631078,135.21627325908722,34.663888813709846
4,135.2140986,34.6696569,135.21051143491746,34.6629652523523
4,135.2101714,34.6639883,135.21666261745585,34.65530725889229
5,135.2039939,34.6694625,135.22361884346202,34.652570040716775
5,135.2039939,34.6694625,135.21979650072674,34.666048158546616
5,135.2101714,34.6639883,135.2144739690837,34.660186550245236
2,135.2182844,34.6659964,135.22371933662157,34.655577471296546
5,135.2039939,34.6694625,135.22114452056022,34.67054943006057
4,135.2140986,34.6696569,135.21016868631148,34.6727230420321
5,135.2126072,34.66373,135.2038640126372,34.67052799127198
5,135.2039939,34.6694625,135.22258576165092,34.653001324815904
2,135.2039939,34.6694625,135.22903006826698,34.65326943426945
3,135.2039939,34.6694625,135.22770678146193,34.66854487753635
1,135.210735,34.6631078,135.20991420574506,34.667692783755655
4,135.210735,34.6631078,135.2065716951282,34.66117105549615
3,135.2140986,34.6696569,135.21132464167863,34.66997691710697
5,135.2126072,34.66373,135.21452662763437,34.664459657467816
1,135.2140986,34.6696569,135.22344835559238,34.66384659889817
1,135.2039939,34.6694625,135.2057276626723,34.65853460672889
5,135.2182844,34.6659964,135.22678027348215,34.6653558555666
5,135.2126072,34.66373,135.22332231261916,34.66176106119649
5,135.2126072,34.66373,135.21501735342812,34.664085967179986
4,135.210735,34.6631078,135.21308027651938,34.66285813706837
1,135.2039939,34.6694625,135.2111608634866,34.669903478153365
2,135.2101714,34.6639883,135.21257912858977,34.66277422094901
2,135.2101714,34.6639883,135.21494484263198,34.667280310594556
4,135.2140986,34.6696569,135.21621869412218,34.66476283423282
3,135.2140986,34.6696569,135.2173530865156,34.66439836075333
2,135.2101714,34.6639883,135.2229380437091,34.658310382369784
5,135.2140986,34.6696569,135.20578916235186,34.66913146983405
1,135.210735,34.6631078,135.20438563296648,34.66489910840354
3,135.2126072,34.66373,135.22038892831716,34.657492395924564
4,135.2101714,34.6639883,135.20742951083153,34.65936826608193
4,135.2182844,34.6659964,135.20278150064723,34.65921049454463
5,135.2039939,34.6694625,135.2253887227789,34.657875250353634
3,135.2126072,34.66373,135.22539737410682,34.66330091183319
1,135.2126072,34.66373,135.21165174076026,34.65786534791612
3,135.2182844,34.6659964,135.21942421031636,34.65439784851233
5,135.2101714,34.6639883,135.2190358103096,34.66432406306462
3,135.2039939,34.6694625,135.22637424728657,34.67290129336248
1,135.2126072,34.66373,135.2039540129175,34.66619134105278
5,135.2101714,34.6639883,135.22383378278144,34.65942345010817
2,135.2101714,34.6639883,135.2120408059841,34.66748338620964
2,135.2101714,34.6639883,135.20644705774725,34.657671956348324
5,135.2182844,34.6659964,135.20486579182543,34.67238735367018
1,135.2126072,34.66373,135.20568290968126,34.67195970490578
2,135.210735,34.6631078,135.21000493385182,34.65697970646088
4,135.2182844,34.6659964,135.21500158313629,34.65692987535038
1,135.2126072,34.66373,135.2229609745032,34.662361643960374
5,135.2182844,34.6659964,135.21929400315597,34.66033204378485
3,135.210735,34.6631078,135.20539477705822,34.65805716334803
2,135.2140986,34.6696569,135.21096832175124,34.6586047389562
5,135.2182844,34.6659964,135.20764902720074,34.66367836347625
3,135.2101714,34.6639883,135.21042652406416,34.652870537094266
3,135.2140986,34.6696569,135.22931192797418,34.67061215844597
3,135.2182844,34.6659964,135.21661024240385,34.655941709795755
1,135.2140986,34.6696569,135.20660963408247,34.67236168570336
2,135.210735,34.6631078,135.20791650921717,34.665555084489924
1,135.2182844,34.6659964,135.20930397619318,34.66372214453612
4,135.2182844,34.6659964,135.20532560395554,34.665489044996484
2,135.210735,34.6631078,135.20241497554835,34.669216834869054
3,135.2126072,34.66373,135.21835443572547,34.65635565262326
1,135.2140986,34.6696569,135.22976410395364,34.66152351923579
1,135.2126072,34.66373,135.22045585646254,34.66534874633868
4,135.2182844,34.6659964,135.20352358161955,34.671967506558914
1,135.2126072,34.66373,135.20486810113113,34.66380969879937
4,135.210735,34.6631078,135.21526979096978,34.66346450898749
4,135.2039939,34.6694625,135.22437383661736,34.66261373072439
1,135.2126072,34.66373,135.22764421201796,34.65633186170386
3,135.2140986,34.6696569,135.21132455710824,34.65692485284766
1,135.2039939,34.6694625,135.22028712721587,34.662808254613495
5,135.2182844,34.6659964,135.21662499350472,34.665504881250996
2,135.2140986,34.6696569,135.2247806133539,34.66179975717694
2,135.2039939,34.6694625,135.20424599438198,34.654147920313854
2,135.2140986,34.6696569,135.20809473064378,34.6613544624699
4,135.2182844,34.6659964,135.22068687251956,34.65328748481886
3,135.2140986,34.6696569,135.22188162064057,34.653166380292326
5,135.210735,34.6631078,135.20457019285837,34.658237230032235
1,135.2126072,34.66373,135.2146220079747,34.65634218017635
1,135.2182844,34.6659964,135.2155127636835,34.67122546908091
1,135.2126072,34.66373,135.20257504669485,34.66764780999378
5,135.2126072,34.66373,135.21179548787666,34.659312132755474
5,135.2039939,34.6694625,135.2022781359492,34.654806345972624
1,135.210735,34.6631078,135.2255312216466,34.662318697113804
3,135.2101714,34.6639883,135.22367211291706,34.671178720159816
1,135.2182844,34.6659964,135.2225079531077,34.65960930000077
1,135.210735,34.6631078,135.22593623346458,34.672937238375894
1,135.2101714,34.6639883,135.22614135042323,34.65489444623745
2,135.2126072,34.66373,135.21319589604423,34.670963725315474
5,135.2140986,34.6696569,135.22386630049448,34.671258872112396
2,135.210735,34.6631078,135.2098023364701,34.65414046054284
1,135.2101714,34.6639883,135.2134529741912,34.666486815509394
4,135.2101714,34.6639883,135.2162852881496,34.66308642739095
2,135.2101714,34.6639883,135.21313974780867,34.67072655849264
1,135.2182844,34.6659964,135.2298308148801,34.66842733798454
1,135.2126072,34.66373,135.20913546757765,34.66981451619305
3,135.2039939,34.6694625,135.22808786564707,34.67161548965046
5,135.2182844,34.6659964,135.20497004220383,34.66489982995078
2,135.2182844,34.6659964,135.22625688065338,34.66182616472792
1,135.2182844,34.6659964,135.21803444241348,34.67166042253475
2,135.210735,34.6631078,135.22734689966967,34.66923004974207
1,135.210735,34.6631078,135.21920579714026,34.66600798327762
1,135.2140986,34.6696569,135.22702776211256,34.671894977108266
5,135.210735,34.6631078,135.2250451962886,34.67107323264098
2,135.2101714,34.6639883,135.2205922748653,34.67132504876808
2,135.210735,34.6631078,135.2216900939928,34.665458801193516
2,135.2101714,34.6639883,135.2291671014727,34.6666436169843
4,135.2039939,34.6694625,135.22188218061515,34.65572147608048
5,135.210735,34.6631078,135.2156441490788,34.665252727376526
2,135.2126072,34.66373,135.20759271110472,34.67006576447918
4,135.2101714,34.6639883,135.21957754813624,34.66340518630949
4,135.210735,34.6631078,135.20754896881965,34.66635070959089
5,135.210735,34.6631078,135.21695974036766,34.666443203180116
5,135.210735,34.6631078,135.21504427778063,34.65965425402666
4,135.2140986,34.6696569,135.21962625178483,34.65973837608741
5,135.2101714,34.6639883,135.2278690345067,34.66332342831483
1,135.2101714,34.6639883,135.22283702576863,34.65538340703363
2,135.2182844,34.6659964,135.21106750866522,34.66261217217948
1,135.2182844,34.6659964,135.22339026615666,34.655273282759985
